Frequency,EarTag,Point,FixLocation,Easting,Northing,Azimuth,Date,Time_O,Time,TimeCategory,Temp_C,Wind,Rain,Observer,Grid
150.273,A1690,2,Rock,-53.98146,48.34948,38,2019-05-26,16:58:00,165800,Afternoon 3,13,8 ENE,Sunny,GR,BL
150.273,A1690,3,Corner,-53.98381,48.35182,112,2019-05-26,17:22:00,172200,Afternoon 3,13,8 ENE,Sunny,GR,BL
150.273,A1690,1,Rock,-53.98146,48.34948,4,2019-05-27,17:51:00,175100,Evening 1,5,8 ENE,Cloudy,GR,BL
150.273,A1690,2,Middle,-53.98392,48.35111,67,2019-05-27,18:10:00,181000,Evening 1,5,8 ENE,Cloudy,GR,BL
150.273,A1690,3,Corner,-53.98381,48.35182,99,2019-05-27,18:17:00,181700,Evening 1,5,8 ENE,Cloudy,GR,BL
150.273,A1690,1,Knoll,-53.98013,48.34954,350,2019-06-11,19:09:00,190900,Evening 1,13,10 NW,Sunny,GR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,56,2019-06-11,19:24:00,192400,Evening 1,13,10 NW,Sunny,GR,BL
150.273,A1690,3,Corner,-53.98381,48.35182,109,2019-06-11,19:12:00,191200,Evening 1,13,10 NW,Sunny,IR,BL
150.273,A1690,1,Knoll,-53.98013,48.34954,29,2019-06-12,6:54:00,65400,Morning 3,8,20 S,Overcast,GR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,63,2019-06-12,7:10:00,71000,Morning 3,8,20 S,Overcast,GR,BL
150.273,A1690,3,Corner,-53.98381,48.35182,107.5,2019-06-12,6:56:00,65600,Morning 3,8,20 S,Overcast,IR,BL
150.273,A1690,1,Knoll,-53.98013,48.34954,37,2019-06-13,5:25:00,52500,Morning 1,7,30 SW,Cloudy,GR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,74.5,2019-06-13,5:39:00,53900,Morning 1,7,30 SW,Cloudy,GR,BL
150.273,A1690,3,Corner,-53.98381,48.35182,108.5,2019-06-13,5:32:00,53200,Morning 1,7,30 SW,Cloudy,IR,BL
150.273,A1690,1,Knoll,-53.98013,48.34954,28.5,2019-06-14,19:36:00,193600,Evening 3,10,20 SE,Some Clouds,GR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,72,2019-06-14,20:02:00,200200,Evening 3,10,20 SE,Some Clouds,GR,BL
150.273,A1690,3,Middle,-53.98392,48.35111,106,2019-06-14,19:55:00,195500,Evening 3,10,20 SE,Some Clouds,IR,BL
150.273,A1690,1,Knoll,-53.98013,48.34954,32.5,2019-06-16,19:59:00,195900,Evening 2,11,10 S,Cloudy,GR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,66,2019-06-16,20:15:00,201500,Evening 2,11,10 S,Cloudy,GR,BL
150.273,A1690,3,Corner,-53.98381,48.35182,99,2019-06-16,19:57:00,195700,Evening 2,11,10 S,Cloudy,IR,BL
150.273,A1690,1,Knoll,-53.98013,48.34954,32.5,2019-06-17,20:02:00,200200,Evening 2,13,20 SE,Cloudy,GR,BL
150.273,A1690,2,Corner,-53.98381,48.35182,118,2019-06-17,19:56:00,195600,Evening 2,13,20 SE,Cloudy,IR,BL
150.273,A1690,3,Middle,-53.98392,48.35111,102,2019-06-17,20:08:00,200800,Evening 2,13,20 SE,Cloudy,IR,BL
150.273,A1690,1,Knoll,-53.98013,48.34954,39,2019-06-19,5:34:00,53400,Morning 1,6,10 W,Cloudy,GR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,71,2019-06-19,5:48:00,54800,Morning 1,6,10 W,Cloudy,GR,BL
150.273,A1690,3,Middle,-53.98392,48.35111,91,2019-06-19,5:42:00,54200,Morning 1,6,10 W,Cloudy,IR,BL
150.273,A1690,1,Rock,-53.98146,48.34948,22,2019-06-20,19:55:00,195500,Evening 1,13,10 NE,Partly Cloudy,GR,BL
150.273,A1690,2,Squirrel,-53.9848,48.35209,128.5,2019-06-20,19:50:00,195000,Evening 1,13,10 NE,Partly Cloudy,IR,BL
150.273,A1690,3,Top,-53.98657,48.35251,125,2019-06-20,19:58:00,195800,Evening 1,13,10 NE,Partly Cloudy,IR,BL
150.273,A1690,1,Knoll,-53.98013,48.34954,77,2019-06-21,18:00:00,180000,Evening 1,13,20 SE,Drizzling,GR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,93,2019-06-21,18:11:00,181100,Evening 1,13,20 SE,Drizzling,GR,BL
150.273,A1690,3,Squirrel,-53.9848,48.35209,121.5,2019-06-21,18:16:00,181600,Evening 1,13,20 SE,Drizzling,IR,BL
150.273,A1690,1,Spruce,-53.98246,48.34985,96,2019-06-24,20:05:00,200500,Evening 3,10,10 NW,Partly Cloudy,GR,BL
150.273,A1690,2,Rock,-53.98146,48.34948,80,2019-06-24,20:11:00,201100,Evening 3,10,10 NW,Partly Cloudy,GR,BL
150.273,A1690,3,Knoll,-53.98013,48.34954,76,2019-06-24,19:51:00,195100,Evening 3,10,10 NW,Partly Cloudy,GR,BL
150.273,A1690,1,Knoll,-53.98013,48.34954,70,2019-06-25,5:54:00,55400,Morning 2,7,15 NW,Mostly Cloudy,GR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,94,2019-06-25,5:59:00,55900,Morning 2,7,15 NW,Mostly Cloudy,GR,BL
150.273,A1690,3,Squirrel,-53.9848,48.35209,123.5,2019-06-25,6:06:00,60600,Morning 2,7,15 NW,Mostly Cloudy,IR,BL
150.273,A1690,1,Knoll,-53.98013,48.34954,52,2019-06-26,19:47:00,194700,Evening 2,15,10 VR,Sunny,GR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,88,2019-06-26,19:51:00,195100,Evening 2,15,10 VR,Sunny,GR,BL
150.273,A1690,3,Rock,-53.98146,48.34948,74,2019-06-26,20:09:00,200900,Evening 2,15,10 VR,Sunny,GR,BL
150.273,A1690,1,Knoll,-53.98013,48.34954,53,2019-06-27,5:10:00,51000,Morning 1,9,10 VR,Partly Cloudy,GR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,81,2019-06-27,5:28:00,52800,Morning 1,9,10 VR,Partly Cloudy,GR,BL
150.273,A1690,3,Corner,-53.98381,48.35182,109.5,2019-06-27,5:17:00,51700,Morning 1,9,10 VR,Partly Cloudy,IR,BL
150.273,A1690,1,Corner,-53.98381,48.35182,110,2019-06-28,5:33:00,53300,Morning 1,5,3 NNW,Cloudy,IR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,87,2019-06-28,5:32:00,53200,Morning 1,5,3 NNW,Cloudy,GR,BL
150.273,A1690,3,Knoll,-53.98013,48.34954,72,2019-06-28,5:27:00,52700,Morning 1,5,3 NNW,Cloudy,GR,BL
150.273,A1690,1,Spruce,-53.98246,48.34985,73,2019-07-09,18:16:00,181600,Evening 2,17,10 W,Partly Cloudy,GR,BL
150.273,A1690,2,Corner,-53.98381,48.35182,126,2019-07-09,18:04:00,180400,Evening 2,17,10 W,Partly Cloudy,IR,BL
150.273,A1690,3,Middle,-53.98392,48.35111,102,2019-07-09,18:16:00,181600,Evening 2,17,10 W,Partly Cloudy,IR,BL
150.273,A1690,1,Knoll,-53.98013,48.34954,51,2019-07-13,18:01:00,180100,Evening 1,18,14 SSW,Cloudy,GR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,92,2019-07-13,18:15:00,181500,Evening 1,18,14 SSW,Cloudy,GR,BL
150.273,A1690,3,Corner,-53.98381,48.35182,121.5,2019-07-13,18:07:00,180700,Evening 1,18,14 SSW,Cloudy,IR,BL
150.273,A1690,1,Middle,-53.98392,48.35111,114.5,2019-08-26,17:52:00,175200,Evening 2,20,6 NE,Sunny,IR,BL
150.273,A1690,2,Knoll,-53.98013,48.34954,100,2019-08-26,17:51:00,175100,Evening 2,20,6 NE,Sunny,GR,BL
150.273,A1690,3,Rock,-53.98146,48.34948,91,2019-08-26,18:13:00,181300,Evening 2,20,6 NE,Sunny,GR,BL
150.273,A1690,1,Middle,-53.98392,48.35111,107,2019-08-27,7:11:00,71100,Morning 2,10,2 SE,Clear,IR,BL
150.273,A1690,2,Knoll,-53.98013,48.34954,74.5,2019-08-27,6:58:00,65800,Morning 2,10,2 SE,Clear,GR,BL
150.273,A1690,3,Rock,-53.98146,48.34948,78,2019-08-27,7:16:00,71600,Morning 2,10,2 SE,Clear,GR,BL
150.273,A1690,1,Corner,-53.98381,48.35182,119,2019-08-28,18:49:00,184900,Evening 1,16,6 NE,Mostly Cloudy,IR,BL
150.273,A1690,2,Spruce,-53.98246,48.34985,98,2019-08-28,18:48:00,184800,Evening 1,16,6 NE,Mostly Cloudy,GR,BL
150.273,A1690,3,Rock,-53.98146,48.34948,91,2019-08-28,18:57:00,185700,Evening 1,16,6 NE,Mostly Cloudy,GR,BL
150.273,A1690,1,Middle,-53.98392,48.35111,112,2019-08-29,6:39:00,63900,Morning 1,10,8 NNE,Drizzling,IR,BL
150.273,A1690,2,Knoll,-53.98013,48.34954,96.5,2019-08-29,6:23:00,62300,Morning 1,10,8 NNE,Drizzling,GR,BL
150.273,A1690,3,Rock,-53.98146,48.34948,92,2019-08-29,6:42:00,64200,Morning 1,10,8 NNE,Drizzling,GR,BL
150.273,A1690,1,Rock,-53.98146,48.34948,69,2019-08-30,11:55:00,115500,Morning 4,15,15 S,Overcast,GR,BL
150.273,A1690,2,Corner,-53.98381,48.35182,125,2019-08-30,11:51:00,115100,Morning 4,15,15 S,Overcast,IR,BL
150.273,A1690,3,Middle,-53.98392,48.35111,111.5,2019-08-30,12:03:00,120300,Morning 4,15,15 S,Overcast,IR,BL
150.273,A1690,1,Corner,-53.98381,48.35182,111,2019-08-31,6:36:00,63600,Morning 1,16,12 WSW,Clear,IR,BL
150.273,A1690,2,Squirrel,-53.9848,48.35209,110,2019-08-31,6:50:00,65000,Morning 1,16,12 WSW,Clear,IR,BL
150.273,A1690,3,Spruce,-53.98246,48.34985,87,2019-08-31,6:34:00,63400,Morning 1,16,12 WSW,Clear,GR,BL
150.273,A1690,1,Spruce,-53.98246,48.34985,94,2019-09-01,9:46:00,94600,Morning 4,17,16 W,Sunny,GR,BL
150.273,A1690,2,Squirrel,-53.9848,48.35209,130,2019-09-01,9:44:00,94400,Morning 4,17,16 W,Sunny,IR,BL
150.273,A1690,3,Corner,-53.98381,48.35182,134,2019-09-01,9:49:00,94900,Morning 4,17,16 W,Sunny,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,332,2019-05-10,15:13:00,151300,Late Afternoon,,,No,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,9,2019-05-10,16:21:00,162100,Late Afternoon,,,No,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,95,2019-05-10,15:50:00,155000,Late Afternoon,,,No,IR,BL
150.314,A3769,1,Corner,-53.98381,48.35182,96,2019-05-11,9:25:00,92500,Morning,1,5 VR,Very light snow,IR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,2,2019-05-11,10:53:00,105300,Morning,1,5 VR,Very light snow,GR,BL
150.314,A3769,3,New point,-53.98392,48.35098,46,2019-05-11,11:41:00,114100,Morning,1,5 VR,Very light snow,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,342,2019-05-12,15:47:00,154700,Afternoon 2,4,16 N,Cloudy,GR,BL
150.314,A3769,2,Corner,-53.98381,48.35182,75.5,2019-05-12,15:47:00,154700,Afternoon 2,4,16 N,Cloudy,IR,BL
150.314,A3769,3,Spruce,-53.98246,48.34985,17.5,2019-05-12,16:08:00,160800,Afternoon 2,4,16 N,Cloudy,GR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,355.5,2019-05-13,9:02:00,90200,Morning 1,4,13 NNW,Mixed clouds,GR,BL
150.314,A3769,2,Corner,-53.98381,48.35182,101.5,2019-05-13,9:05:00,90500,Morning 1,4,13 NNW,Mixed clouds,IR,BL
150.314,A3769,3,Spruce,-53.98246,48.34985,43,2019-05-13,9:18:00,91800,Morning 1,4,13 NNW,Mixed clouds,GR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,334,2019-05-14,16:22:00,162200,Afternoon 4,15,6 NNW,Sunny,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,9,2019-05-14,16:27:00,162700,Afternoon 4,15,6 NNW,Sunny,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,57.5,2019-05-14,16:22:00,162200,Afternoon 4,15,6 NNW,Sunny,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,354,2019-05-15,14:38:00,143800,Afternoon 2,6,14 SE,Cloudy,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,29,2019-05-15,14:50:00,145000,Afternoon 2,6,14 SE,Cloudy,GR,BL
150.314,A3769,3,Middle,-53.98392,48.35111,67,2019-05-15,14:43:00,144300,Afternoon 2,6,14 SE,Cloudy,IR,BL
150.314,A3769,1,Corner,-53.98381,48.35182,92.5,2019-05-16,14:21:00,142100,Afternoon 1,8,18 SSW,Cloudy,IR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,40,2019-05-16,14:36:00,143600,Afternoon 1,8,18 SSW,Cloudy,GR,BL
150.314,A3769,3,Middle,-53.98392,48.35111,75.5,2019-05-16,14:38:00,143800,Afternoon 1,8,18 SSW,Cloudy,IR,BL
150.314,A3769,1,Corner,-53.98381,48.35182,62.5,2019-05-17,9:18:00,91800,Morning 1,3,10 SW,Cloudy,IR,BL
150.314,A3769,2,New point,-53.9848,48.35209,84.5,2019-05-17,9:48:00,94800,Morning 1,3,10 SW,Cloudy,IR,BL
150.314,A3769,3,Rock,-53.98146,48.34948,4.5,2019-05-17,9:40:00,94000,Morning 1,3,10 SW,Cloudy,GR,BL
150.314,A3769,1,Corner,-53.98381,48.35182,73,2019-05-18,9:48:00,94800,Morning 3,6,9 SW,Cloudy,IR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,26,2019-05-18,9:51:00,95100,Morning 3,6,9 SW,Cloudy,GR,BL
150.314,A3769,3,Rock,-53.98146,48.34948,13,2019-05-18,10:08:00,100800,Morning 3,6,9 SW,Cloudy,GR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,7,2019-05-19,15:49:00,154900,Afternoon 2,4,11 NNW,Cloudy,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,39,2019-05-19,16:06:00,160600,Afternoon 2,4,11 NNW,Cloudy,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,74.5,2019-05-19,15:51:00,155100,Afternoon 2,4,11 NNW,Cloudy,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,334.5,2019-05-20,5:37:00,53700,Morning 1,1,11 NW,Cloudy,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,10,2019-05-20,5:56:00,55600,Morning 1,1,11 NW,Cloudy,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,64,2019-05-20,5:37:00,53700,Morning 1,1,11 NW,Cloudy,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,342,2019-05-21,18:52:00,185200,Evening 1,4,5 ENE,Cloudy,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,10,2019-05-21,19:04:00,190400,Evening 1,4,5 ENE,Cloudy,GR,BL
150.314,A3769,3,Middle,-53.98392,48.35111,49.5,2019-05-21,19:01:00,190100,Evening 1,4,5 ENE,Cloudy,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,331,2019-05-22,19:08:00,190800,Evening 2,1,17 NNW,Drizzling,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,8,2019-05-22,19:24:00,192400,Evening 2,1,17 NNW,Drizzling,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,90.5,2019-05-22,19:09:00,190900,Evening 2,1,17 NNW,Drizzling,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,6,2019-05-23,10:05:00,100500,Morning 3,2,15 NNW,Cloudy,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,38,2019-05-23,10:19:00,101900,Morning 3,2,15 NNW,Cloudy,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,82.5,2019-05-23,10:07:00,100700,Morning 3,2,15 NNW,Cloudy,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,346.5,2019-05-24,5:38:00,53800,Morning 1,1,14 NNW,Cloudy,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,18,2019-05-24,5:57:00,55700,Morning 1,1,14 NNW,Cloudy,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,84,2019-05-24,5:39:00,53900,Morning 1,1,14 NNW,Cloudy,IR,BL
150.314,A3769,1,Corner,-53.98381,48.35182,56.5,2019-05-25,7:15:00,71500,Morning 4,4,10 NW,Clear,IR,BL
150.314,A3769,2,Knoll,-53.98013,48.34954,4,2019-05-25,7:13:00,71300,Morning 4,4,10 NW,Clear,GR,BL
150.314,A3769,3,Spruce,-53.98246,48.34985,24,2019-05-25,7:27:00,72700,Morning 4,4,10 NW,Clear,GR,BL
150.314,A3769,1,Top,-53.98657,48.35251,84,2019-05-26,17:32:00,173200,Afternoon 4,12,7 NE,Sunny,GR,BL
150.314,A3769,2,Squirrel,-53.9848,48.35209,38,2019-05-26,17:40:00,174000,Afternoon 4,12,7 NE,Sunny,GR,BL
150.314,A3769,3,Spruce,-53.98246,48.34985,341,2019-05-26,18:03:00,180300,Afternoon 4,12,7 NE,Sunny,GR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,324,2019-05-27,16:29:00,162900,Afternoon 1,7,8 ENE,Cloudy,GR,BL
150.314,A3769,2,Flagging Tape,-53.98401,48.35032,27,2019-05-27,16:49:00,164900,Afternoon 1,7,8 ENE,Cloudy,GR,BL
150.314,A3769,3,Middle,-53.98392,48.35111,58,2019-05-27,16:58:00,165800,Afternoon 1,7,8 ENE,Cloudy,GR,BL
150.314,A3769,1,Corner,-53.98381,48.35182,74,2019-05-28,10:19:00,101900,Morning 2,4,2 NE,Cloudy,GR,BL
150.314,A3769,2,Middle,-53.98392,48.35111,45.5,2019-05-28,10:26:00,102600,Morning 2,4,2 NE,Cloudy,GR,BL
150.314,A3769,3,Rock,-53.98146,48.34948,354,2019-05-28,10:40:00,104000,Morning 2,4,2 NE,Cloudy,GR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,339,2019-06-11,19:07:00,190700,Evening 1,13,10 NW,Sunny,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,7,2019-06-11,19:23:00,192300,Evening 1,13,10 NW,Sunny,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,41.5,2019-06-11,19:09:00,190900,Evening 1,13,10 NW,Sunny,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,334,2019-06-12,5:17:00,51700,Morning 1,6,20 S,Light Rain,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,4,2019-06-12,5:35:00,53500,Morning 1,6,20 S,Light Rain,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,72.5,2019-06-12,5:18:00,51800,Morning 1,6,20 S,Light Rain,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,346,2019-06-13,19:00:00,190000,Evening 1,8,20 NW,Cloudy,GR,BL
150.314,A3769,2,Corner,-53.98381,48.35182,65.5,2019-06-13,19:02:00,190200,Evening 1,8,20 NW,Cloudy,IR,BL
150.314,A3769,3,Spruce,-53.98246,48.34985,17,2019-06-13,19:22:00,192200,Evening 1,8,20 NW,Cloudy,GR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,337,2019-06-14,18:40:00,184000,Evening 1,10,20 SE,Mostly Cloudy,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,6,2019-06-14,18:55:00,185500,Evening 1,10,20 SE,Mostly Cloudy,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,40,2019-06-14,18:41:00,184100,Evening 1,10,20 SE,Mostly Cloudy,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,350,2019-06-16,13:18:00,131800,Afternoon 1,14,15 SE,Some Clouds,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,18.5,2019-06-16,13:35:00,133500,Afternoon 1,14,15 SE,Some Clouds,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,61.5,2019-06-16,13:19:00,131900,Afternoon 1,14,15 SE,Some Clouds,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,352,2019-06-17,6:01:00,60100,Morning 2,7,5 VR,Cloudy,GR,BL
150.314,A3769,2,Corner,-53.98381,48.35182,52.5,2019-06-17,6:00:00,60000,Morning 2,7,5 VR,Cloudy,IR,BL
150.314,A3769,3,Middle,-53.98392,48.35111,42,2019-06-17,6:08:00,60800,Morning 2,7,5 VR,Cloudy,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,339,2019-06-18,5:34:00,53400,Morning 1,7,5 VR,Cloudy,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,11,2019-06-18,5:51:00,55100,Morning 1,7,5 VR,Cloudy,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,85,2019-06-18,5:34:00,53400,Morning 1,7,5 VR,Cloudy,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,354,2019-06-19,6:05:00,60500,Morning 2,6,10 W,Cloudy,GR,BL
150.314,A3769,2,Corner,-53.98381,48.35182,42.5,2019-06-19,6:03:00,60300,Morning 2,6,10 W,Cloudy,IR,BL
150.314,A3769,3,Squirrel,-53.9848,48.35209,57.5,2019-06-19,6:13:00,61300,Morning 2,6,10 W,Cloudy,IR,BL
150.314,A3769,1,Spruce,-53.98246,48.34985,8.5,2019-06-20,20:13:00,201300,Evening 2,12,20 SE,Partly Cloudy,GR,BL
150.314,A3769,2,Rock,-53.98146,48.34948,1,2019-06-20,20:26:00,202600,Evening 2,12,20 SE,Partly Cloudy,GR,BL
150.314,A3769,3,Top,-53.98657,48.35251,54.5,2019-06-20,20:04:00,200400,Evening 2,12,20 SE,Partly Cloudy,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,342.5,2019-06-21,18:26:00,182600,Evening 2,13,20 SE,Drizzling,GR,BL
150.314,A3769,2,Squirrel,-53.9848,48.35209,62.5,2019-06-21,18:44:00,184400,Evening 2,13,20 SE,Drizzling,IR,BL
150.314,A3769,3,Middle,-53.98392,48.35111,30,2019-06-21,18:48:00,184800,Evening 2,13,20 SE,Drizzling,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,348,2019-06-22,18:13:00,181300,Evening 1,14,20 SE,Drizzling,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,31,2019-06-22,18:24:00,182400,Evening 1,14,20 SE,Drizzling,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,81,2019-06-22,18:17:00,181700,Evening 1,14,20 SE,Drizzling,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,2,2019-06-24,20:34:00,203400,Evening 4,10,10 NW,Partly Cloudy,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,39,2019-06-24,20:44:00,204400,Evening 4,10,10 NW,Partly Cloudy,GR,BL
150.314,A3769,3,Squirrel,-53.9848,48.35209,86,2019-06-24,20:38:00,203800,Evening 4,10,10 NW,Partly Cloudy,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,350,2019-06-25,19:08:00,190800,Evening 1,15,20 N,Cloudy,GR,BL
150.314,A3769,2,Flagging Tape,-53.98401,48.35032,38,2019-06-25,19:41:00,194100,Evening 1,15,20 N,Cloudy,GR,BL
150.314,A3769,3,Corner,-53.98381,48.35182,62.5,2019-06-25,19:36:00,193600,Evening 1,15,20 N,Cloudy,IR,BL
150.314,A3769,1,Spruce,-53.98246,48.34985,29,2019-06-26,19:57:00,195700,Evening 2,15,10 VR,Sunny,GR,BL
150.314,A3769,2,Top,-53.98657,48.35251,61.5,2019-06-26,19:42:00,194200,Evening 2,15,10 VR,Sunny,IR,BL
150.314,A3769,3,Squirrel,-53.9848,48.35209,52.5,2019-06-26,19:53:00,195300,Evening 2,15,10 VR,Sunny,IR,BL
150.314,A3769,1,Spruce,-53.98246,48.34985,16,2019-06-27,19:54:00,195400,Evening 2,15,5 NNE,Partly Cloudy,GR,BL
150.314,A3769,2,Corner,-53.98381,48.35182,56,2019-06-27,19:48:00,194800,Evening 2,15,5 NNE,Partly Cloudy,IR,BL
150.314,A3769,3,Squirrel,-53.9848,48.35209,67.5,2019-06-27,19:59:00,195900,Evening 2,15,5 NNE,Partly Cloudy,IR,BL
150.314,A3769,1,Middle,-53.98392,48.35111,50.5,2019-06-28,6:17:00,61700,Morning 2,5,2 NNW,Cloudy,IR,BL
150.314,A3769,2,Knoll,-53.98013,48.34954,5,2019-06-28,5:59:00,55900,Morning 2,5,2 NNW,Cloudy,GR,BL
150.314,A3769,3,Spruce,-53.98246,48.34985,29,2019-06-28,6:11:00,61100,Morning 2,5,2 NNW,Cloudy,GR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,350,2019-07-09,18:09:00,180900,Evening 2,17,10 W,Partly Cloudy,GR,BL
150.314,A3769,2,Corner,-53.98381,48.35182,73.5,2019-07-09,18:08:00,180800,Evening 2,17,10 W,Partly Cloudy,IR,BL
150.314,A3769,3,Middle,-53.98392,48.35111,56.5,2019-07-09,18:20:00,182000,Evening 2,17,10 W,Partly Cloudy,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,347.5,2019-07-13,18:36:00,183600,Evening 2,18,14 SSW,Cloudy,GR,BL
150.314,A3769,2,Spruce,-53.98246,48.34985,35,2019-07-13,18:45:00,184500,Evening 2,18,14 SSW,Cloudy,GR,BL
150.314,A3769,3,Middle,-53.98392,48.35111,68,2019-07-13,19:00:00,190000,Evening 2,18,14 SSW,Cloudy,IR,BL
150.314,A3769,1,Knoll,-53.98013,48.34954,350,2019-07-22,19:40:00,194000,Evening 3,17,8 NW,Partly Cloudy,GR,BL
150.314,A3769,2,Corner,-53.98381,48.35182,66,2019-07-22,19:40:00,194000,Evening 3,17,8 NW,Partly Cloudy,IR,BL
150.314,A3769,3,Middle,-53.98392,48.35111,47,2019-07-22,19:51:00,195100,Evening 3,17,8 NW,Partly Cloudy,IR,BL
150.314,A3769,1,Spruce,-53.98246,48.34985,56,2019-07-29,19:49:00,194900,Evening 2,16,13 SW,Clear,GR,BL
150.314,A3769,2,Rock,-53.98146,48.34948,18.5,2019-07-29,19:54:00,195400,Evening 2,16,13 SW,Clear,GR,BL
150.314,A3769,3,Squirrel,-53.9848,48.35209,105,2019-07-29,19:51:00,195100,Evening 2,16,13 SW,Clear,IR,BL
150.314,A3769,1,Corner,-53.98381,48.35182,84,2019-08-26,18:55:00,185500,Evening 4,20,5 NE,Some clouds,IR,BL
150.314,A3769,2,Knoll,-53.98013,48.34954,3.5,2019-08-26,18:54:00,185400,Evening 4,20,5 NE,Some clouds,GR,BL
150.314,A3769,3,Spruce,-53.98246,48.34985,37,2019-08-26,19:03:00,190300,Evening 4,20,5 NE,Some clouds,GR,BL
150.314,A3769,1,Squirrel,-53.9848,48.35209,98,2019-08-27,7:38:00,73800,Morning 3,10,2 SE,Clear,IR,BL
150.314,A3769,2,Middle,-53.98392,48.35111,58,2019-08-27,8:00:00,80000,Morning 3,10,2 SE,Clear,IR,BL
150.314,A3769,3,Spruce,-53.98246,48.34985,26,2019-08-27,7:36:00,73600,Morning 3,10,2 SE,Clear,GR,BL
150.314,A3769,1,Corner,-53.98381,48.35182,91,2019-08-28,19:17:00,191700,Evening 2,16,6 NE,Mostly Cloudy,IR,BL
150.314,A3769,2,Knoll,-53.98013,48.34954,346.5,2019-08-28,19:03:00,190300,Evening 2,16,6 NE,Mostly Cloudy,GR,BL
