ID,Herbivore,Herbivore Scientific Name,Plant Species,Plant Scientific Name,Plant group,N,P,C,StoichUnits,Protein,Carbohydrate,UnspFiber,NDF,ADF,Cellulose,Hemicellulose,Lignin,ADL,Fat,Ash,MnUnits,Terpenoids,TerpUnits,Tannins,TannUnits,Phenolics,PhenUnits,Resins,ResUnits,Monterpenes,MoneTerpUnits,SourceInPaper,Notes,Ref
55,Red deer,Cervus elaphus,Whitebeam,Sorbus aria,Broad-leaved,,,,,,,,46.100,31.900,,,,,,,% dry matter,,,0.300,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Rowan,Sorbus aucuparia,Broad-leaved,,,,,12.100,,,45.100,26.400,,,,,,,% dry matter,,,0.900,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,White clover,Trifolium repens,,,,,,,,,34.400,14.700,,,,,,,% dry matter,,,0.000,% dry matter,,,,,,,eSuppMaterials,Spring data; not including ADL+ash as it mixes two macronutrients; green whole plant,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Common nettle,Urtica dioica,,,,,,30.100,,,32.100,13.100,,,,,,,% dry matter,,,0.000,% dry matter,,,,,,,eSuppMaterials,Spring data; not including ADL+ash as it mixes two macronutrient; green whole plant,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Balsam fir,Abies alba,Coniferous,,,,,7.400,,,53.700,37.500,,,,,,,% dry matter,,,1.500,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Balsam fir,Abies alba,Coniferous,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts seedling","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Nordmann fir,Abies nordmanniana,Coniferous,,,,,5.900,,,55.900,38.300,,,,,,,% dry matter,,,1.300,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Silver birch,Betula pendula,Broad-leaved,,,,,15.000,,,47.200,21.900,,,,,,,% dry matter,,,2.100,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Chestnut,Castanea sativa,Broad-leaved,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,Summer data; not including ADL+ash as it mixes two macronutrients; fruit,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Chestnut,Castanea sativa,Broad-leaved,,,,,13.400,,,43.600,21.600,,,,,,,% dry matter,,,7.900,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients;  leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Chestnut,Castanea sativa,Broad-leaved,,,,,11.600,,,44.900,19.500,,,,,,,% dry matter,,,7.300,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts seedling","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Common hazel,Corylus avellana,Broad-leaved,,,,,15.200,,,48.500,21.600,,,,,,,% dry matter,,,2.600,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,,Crataegus oxyacantha,,,,,,,,,36.700,18.700,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,European beech,Fagus sylvatica,Broad-leaved,,,,,15.000,,,55.300,24.300,,,,,,,% dry matter,,,4.400,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Norway spruce,Picea abies,Coniferous,,,,,7.900,,,53.200,34.900,,,,,,,% dry matter,,,1.700,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Sweet cherry,Prunus avium,Broad-leaved,,,,,12.600,,,33.600,14.400,,,,,,,% dry matter,,,2.100,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Sweet cherry,Prunus avium,Broad-leaved,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts seedlings","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Blackthorn,Prunus spinosa,Broad-leaved,,,,,16.200,,,32.700,16.500,,,,,,,% dry matter,,,3.600,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,English oak,Quercus pedunculata,Broad-leaved,,,,,13.700,,,44.300,22.900,,,,,,,% dry matter,,,9.200,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Redcurrant,Ribes rubrum,,,,,,11.400,,,33.600,19.000,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Dog rose,Rosa canina,,,,,,13.500,,,32.900,18.700,,,,,,,% dry matter,,,7.300,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Dog rose,Rosa canina,,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,Summer data; not including ADL+ash as it mixes two macronutrients; fruit,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Blackberry,Rubus fructicosus,,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,Summer data; not including ADL+ash as it mixes two macronutrients; fruit,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Blackberry,Rubus fructicosus,,,,,,13.100,,,36.200,18.600,,,,,,,% dry matter,,,9.100,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Goat willow,Salix caprea,Broad-leaved,,,,,13.900,,,41.100,26.500,,,,,,,% dry matter,,,4.700,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Whitebeam,Sorbus aria,Broad-leaved,,,,,,,,47.400,29.800,,,,,,,% dry matter,,,2.600,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Rowan,Sorbus aucuparia,Broad-leaved,,,,,14.500,,,33.100,17.400,,,,,,,% dry matter,,,1.900,% dry matter,,,,,,,eSuppMaterials,"Summer data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,White clover,Trifolium repens,,,,,,,,,,,,,,,,,% dry matter,,,0.000,% dry matter,,,,,,,eSuppMaterials,Summer data; not including ADL+ash as it mixes two macronutrients; green whole plant,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Common nettle,Urtica dioica,,,,,,22.000,,,26.600,13.900,,,,,,,% dry matter,,,0.000,% dry matter,,,,,,,eSuppMaterials,Summer data; not including ADL+ash as it mixes two macronutrient; green whole plant,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Balsam fir,Abies alba,Coniferous,,,,,7.700,,,53.000,36.700,,,,,,,% dry matter,,,1.400,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Balsam fir,Abies alba,Coniferous,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts seedling","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Nordmann fir,Abies nordmanniana,Coniferous,,,,,6.300,,,52.000,35.700,,,,,,,% dry matter,,,2.000,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Silver birch,Betula pendula,Broad-leaved,,,,,10.600,,,42.200,22.500,,,,,,,% dry matter,,,1.700,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Chestnut,Castanea sativa,Broad-leaved,,,,,7.000,,,44.900,,,,,,,,% dry matter,,,1.700,% dry matter,,,,,,,eSuppMaterials,Autumn data; not including ADL+ash as it mixes two macronutrients; fruit,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Chestnut,Castanea sativa,Broad-leaved,,,,,8.100,,,42.500,23.900,,,,,,,% dry matter,,,8.600,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients;  leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Chestnut,Castanea sativa,Broad-leaved,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts seedling","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Common hazel,Corylus avellana,Broad-leaved,,,,,8.900,,,45.600,29.200,,,,,,,% dry matter,,,2.700,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,,Crataegus oxyacantha,,,,,,,,,51.100,26.100,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,European beech,Fagus sylvatica,Broad-leaved,,,,,7.500,,,53.700,29.200,,,,,,,% dry matter,,,3.700,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Norway spruce,Picea abies,Coniferous,,,,,10.100,,,53.600,34.600,,,,,,,% dry matter,,,1.800,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Sweet cherry,Prunus avium,Broad-leaved,,,,,8.200,,,35.800,20.300,,,,,,,% dry matter,,,1.800,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Sweet cherry,Prunus avium,Broad-leaved,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts seedlings","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Blackthorn,Prunus spinosa,Broad-leaved,,,,,12.400,,,37.300,21.500,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,English oak,Quercus pedunculata,Broad-leaved,,,,,12.900,,,44.000,20.900,,,,,,,% dry matter,,,4.100,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Redcurrant,Ribes rubrum,,,,,,,,,47.100,31.600,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Dog rose,Rosa canina,,,,,,12.100,,,33.100,17.200,,,,,,,% dry matter,,,5.000,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Dog rose,Rosa canina,,,,,,6.700,,,,,,,,,,,% dry matter,,,1.800,% dry matter,,,,,,,eSuppMaterials,Autumn data; not including ADL+ash as it mixes two macronutrients; fruit,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Blackberry,Rubus fructicosus,,,,,,6.700,,,,,,,,,,,% dry matter,,,8.700,% dry matter,,,,,,,eSuppMaterials,Autumn data; not including ADL+ash as it mixes two macronutrients; fruit,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Blackberry,Rubus fructicosus,,,,,,9.600,,,37.700,20.000,,,,,,,% dry matter,,,9.400,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Goat willow,Salix caprea,Broad-leaved,,,,,11.400,,,40.100,27.800,,,,,,,% dry matter,,,1.700,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Whitebeam,Sorbus aria,Broad-leaved,,,,,,,,45.800,27.700,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Rowan,Sorbus aucuparia,Broad-leaved,,,,,9.400,,,31.700,19.200,,,,,,,% dry matter,,,0.900,% dry matter,,,,,,,eSuppMaterials,"Autumn data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,White clover,Trifolium repens,,,,,,25.400,,,43.600,23.600,,,,,,,% dry matter,,,0.000,% dry matter,,,,,,,eSuppMaterials,Autumn data; not including ADL+ash as it mixes two macronutrients; green whole plant,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Common nettle,Urtica dioica,,,,,,17.100,,,33.000,17.500,,,,,,,% dry matter,,,0.000,% dry matter,,,,,,,eSuppMaterials,Autumn data; not including ADL+ash as it mixes two macronutrient; green whole plant,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Balsam fir,Abies alba,Coniferous,,,,,7.300,,,50.500,35.600,,,,,,,% dry matter,,,1.900,% dry matter,,,,,,,eSuppMaterials,"Winter data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Balsam fir,Abies alba,Coniferous,,,,,7.700,,,43.100,29.300,,,,,,,% dry matter,,,3.800,% dry matter,,,,,,,eSuppMaterials,"Winter data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts seedling","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Nordmann fir,Abies nordmanniana,Coniferous,,,,,6.600,,,49.900,35.200,,,,,,,% dry matter,,,1.700,% dry matter,,,,,,,eSuppMaterials,"Winter data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Silver birch,Betula pendula,Broad-leaved,,,,,9.100,,,60.600,42.400,,,,,,,% dry matter,,,2.000,% dry matter,,,,,,,eSuppMaterials,"Winter data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Chestnut,Castanea sativa,Broad-leaved,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,Winter data; not including ADL+ash as it mixes two macronutrients; fruit,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Chestnut,Castanea sativa,Broad-leaved,,,,,5.100,,,57.100,39.000,,,,,,,% dry matter,,,4.400,% dry matter,,,,,,,eSuppMaterials,"Winter data; not including ADL+ash as it mixes two macronutrients;  leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
