Frequency,EarTag,Date,Point,FixLocation,Easting,Northing,Azimuth,Time_O,Time,TimeCategory,Temp_C,Wind,Rain,Observer,Grid
150.273,A1690,2019-05-20,2,Spruce,-53.98246,48.34985,91.5,19:29:00,192900,Evening 1,App not working,,Sun & Clouds,GR,BL
150.273,A1690,2019-05-20,3,Rock,-53.98146,48.34948,76,19:36:00,193600,Evening 1,App not working,,Sun & Clouds,GR,BL
150.273,A1690,2019-05-21,1,Knoll,-53.98013,48.34954,47,18:55:00,185500,Evening 1,4,5 ENE,Cloudy,GR,BL
150.273,A1690,2019-05-21,2,Spruce,-53.98246,48.34985,96.5,19:06:00,190600,Evening 1,4,5 ENE,Cloudy,GR,BL
150.273,A1690,2019-05-21,3,Corner,-53.98381,48.35182,129,18:55:00,185500,Evening 1,4,5 ENE,Cloudy,IR,BL
150.273,A1690,2019-05-23,1,Knoll,-53.98013,48.34954,6.5,09:29:00,92900,Morning 2,1,18 NW,Cloudy,GR,BL
150.273,A1690,2019-05-23,2,Spruce,-53.98246,48.34985,66,09:42:00,94200,Morning 2,1,18 NW,Cloudy,GR,BL
150.273,A1690,2019-05-23,3,Corner,-53.98381,48.35182,109.5,09:31:00,93100,Morning 2,1,18 NW,Cloudy,IR,BL
150.273,A1690,2019-05-25,1,Knoll,-53.98013,48.34954,27,05:41:00,54100,Morning 1,3,9 WNW,Clear,GR,BL
150.273,A1690,2019-05-25,2,Spruce,-53.98246,48.34985,76,05:48:00,54800,Morning 1,3,9 WNW,Clear,GR,BL
150.273,A1690,2019-05-25,3,Corner,-53.98381,48.35182,112,05:42:00,54200,Morning 1,3,9 WNW,Clear,IR,BL
150.273,A1690,2019-05-26,1,Knoll,-53.98013,48.34954,9,16:51:00,165100,Afternoon 3,13,8 ENE,Sunny,GR,BL
150.273,A1690,2019-05-26,2,Rock,-53.98146,48.34948,38,16:58:00,165800,Afternoon 3,13,8 ENE,Sunny,GR,BL
150.273,A1690,2019-05-26,3,Corner,-53.98381,48.35182,112,17:22:00,172200,Afternoon 3,13,8 ENE,Sunny,GR,BL
150.273,A1690,2019-05-27,1,Rock,-53.98146,48.34948,4,17:51:00,175100,Evening 1,5,8 ENE,Cloudy,GR,BL
150.273,A1690,2019-05-27,2,Middle,-53.98392,48.35111,67,18:10:00,181000,Evening 1,5,8 ENE,Cloudy,GR,BL
150.273,A1690,2019-05-27,3,Corner,-53.98381,48.35182,99,18:17:00,181700,Evening 1,5,8 ENE,Cloudy,GR,BL
150.273,A1690,2019-06-11,1,Knoll,-53.98013,48.34954,350,19:09:00,190900,Evening 1,13,10 NW,Sunny,GR,BL
150.273,A1690,2019-06-11,2,Spruce,-53.98246,48.34985,56,19:24:00,192400,Evening 1,13,10 NW,Sunny,GR,BL
150.273,A1690,2019-06-11,3,Corner,-53.98381,48.35182,109,19:12:00,191200,Evening 1,13,10 NW,Sunny,IR,BL
150.273,A1690,2019-06-12,1,Knoll,-53.98013,48.34954,29,06:54:00,65400,Morning 3,8,20 S,Overcast,GR,BL
150.273,A1690,2019-06-12,2,Spruce,-53.98246,48.34985,63,07:10:00,71000,Morning 3,8,20 S,Overcast,GR,BL
150.273,A1690,2019-06-12,3,Corner,-53.98381,48.35182,107.5,06:56:00,65600,Morning 3,8,20 S,Overcast,IR,BL
150.273,A1690,2019-06-13,1,Knoll,-53.98013,48.34954,37,05:25:00,52500,Morning 1,7,30 SW,Cloudy,GR,BL
150.273,A1690,2019-06-13,2,Spruce,-53.98246,48.34985,74.5,05:39:00,53900,Morning 1,7,30 SW,Cloudy,GR,BL
150.273,A1690,2019-06-13,3,Corner,-53.98381,48.35182,108.5,05:32:00,53200,Morning 1,7,30 SW,Cloudy,IR,BL
150.273,A1690,2019-06-14,1,Knoll,-53.98013,48.34954,28.5,19:36:00,193600,Evening 3,10,20 SE,Some Clouds,GR,BL
150.273,A1690,2019-06-14,2,Spruce,-53.98246,48.34985,72,20:02:00,200200,Evening 3,10,20 SE,Some Clouds,GR,BL
150.273,A1690,2019-06-14,3,Middle,-53.98392,48.35111,106,19:55:00,195500,Evening 3,10,20 SE,Some Clouds,IR,BL
150.273,A1690,2019-06-16,1,Knoll,-53.98013,48.34954,32.5,19:59:00,195900,Evening 2,11,10 S,Cloudy,GR,BL
150.273,A1690,2019-06-16,2,Spruce,-53.98246,48.34985,66,20:15:00,201500,Evening 2,11,10 S,Cloudy,GR,BL
150.273,A1690,2019-06-16,3,Corner,-53.98381,48.35182,99,19:57:00,195700,Evening 2,11,10 S,Cloudy,IR,BL
150.273,A1690,2019-06-17,1,Knoll,-53.98013,48.34954,32.5,20:02:00,200200,Evening 2,13,20 SE,Cloudy,GR,BL
150.273,A1690,2019-06-17,2,Corner,-53.98381,48.35182,118,19:56:00,195600,Evening 2,13,20 SE,Cloudy,IR,BL
150.273,A1690,2019-06-17,3,Middle,-53.98392,48.35111,102,20:08:00,200800,Evening 2,13,20 SE,Cloudy,IR,BL
150.273,A1690,2019-06-19,1,Knoll,-53.98013,48.34954,39,05:34:00,53400,Morning 1,6,10 W,Cloudy,GR,BL
150.273,A1690,2019-06-19,2,Spruce,-53.98246,48.34985,71,05:48:00,54800,Morning 1,6,10 W,Cloudy,GR,BL
150.273,A1690,2019-06-19,3,Middle,-53.98392,48.35111,91,05:42:00,54200,Morning 1,6,10 W,Cloudy,IR,BL
150.273,A1690,2019-06-20,1,Rock,-53.98146,48.34948,22,19:55:00,195500,Evening 1,13,10 NE,Partly Cloudy,GR,BL
150.273,A1690,2019-06-20,2,Squirrel,-53.9848,48.35209,128.5,19:50:00,195000,Evening 1,13,10 NE,Partly Cloudy,IR,BL
150.273,A1690,2019-06-20,3,Top,-53.98657,48.35251,125,19:58:00,195800,Evening 1,13,10 NE,Partly Cloudy,IR,BL
150.273,A1690,2019-06-21,1,Knoll,-53.98013,48.34954,77,18:00:00,180000,Evening 1,13,20 SE,Drizzling,GR,BL
150.273,A1690,2019-06-21,2,Spruce,-53.98246,48.34985,93,18:11:00,181100,Evening 1,13,20 SE,Drizzling,GR,BL
150.273,A1690,2019-06-21,3,Squirrel,-53.9848,48.35209,121.5,18:16:00,181600,Evening 1,13,20 SE,Drizzling,IR,BL
150.273,A1690,2019-06-24,1,Spruce,-53.98246,48.34985,96,20:05:00,200500,Evening 3,10,10 NW,Partly Cloudy,GR,BL
150.273,A1690,2019-06-24,2,Rock,-53.98146,48.34948,80,20:11:00,201100,Evening 3,10,10 NW,Partly Cloudy,GR,BL
150.273,A1690,2019-06-24,3,Knoll,-53.98013,48.34954,76,19:51:00,195100,Evening 3,10,10 NW,Partly Cloudy,GR,BL
150.273,A1690,2019-06-25,1,Knoll,-53.98013,48.34954,70,05:54:00,55400,Morning 2,7,15 NW,Mostly Cloudy,GR,BL
150.273,A1690,2019-06-25,2,Spruce,-53.98246,48.34985,94,05:59:00,55900,Morning 2,7,15 NW,Mostly Cloudy,GR,BL
150.273,A1690,2019-06-25,3,Squirrel,-53.9848,48.35209,123.5,06:06:00,60600,Morning 2,7,15 NW,Mostly Cloudy,IR,BL
150.273,A1690,2019-06-26,1,Knoll,-53.98013,48.34954,52,19:47:00,194700,Evening 2,15,10 VR,Sunny,GR,BL
150.273,A1690,2019-06-26,2,Spruce,-53.98246,48.34985,88,19:51:00,195100,Evening 2,15,10 VR,Sunny,GR,BL
150.273,A1690,2019-06-26,3,Rock,-53.98146,48.34948,74,20:09:00,200900,Evening 2,15,10 VR,Sunny,GR,BL
150.273,A1690,2019-06-27,1,Knoll,-53.98013,48.34954,53,05:10:00,51000,Morning 1,9,10 VR,Partly Cloudy,GR,BL
150.273,A1690,2019-06-27,2,Spruce,-53.98246,48.34985,81,05:28:00,52800,Morning 1,9,10 VR,Partly Cloudy,GR,BL
150.273,A1690,2019-06-27,3,Corner,-53.98381,48.35182,109.5,05:17:00,51700,Morning 1,9,10 VR,Partly Cloudy,IR,BL
150.273,A1690,2019-06-28,1,Corner,-53.98381,48.35182,110,05:33:00,53300,Morning 1,5,3 NNW,Cloudy,IR,BL
150.273,A1690,2019-06-28,2,Spruce,-53.98246,48.34985,87,05:32:00,53200,Morning 1,5,3 NNW,Cloudy,GR,BL
150.273,A1690,2019-06-28,3,Knoll,-53.98013,48.34954,72,05:27:00,52700,Morning 1,5,3 NNW,Cloudy,GR,BL
150.273,A1690,2019-07-09,1,Spruce,-53.98246,48.34985,73,18:16:00,181600,Evening 2,17,10 W,Partly Cloudy,GR,BL
150.273,A1690,2019-07-09,2,Corner,-53.98381,48.35182,126,18:04:00,180400,Evening 2,17,10 W,Partly Cloudy,IR,BL
150.273,A1690,2019-07-09,3,Middle,-53.98392,48.35111,102,18:16:00,181600,Evening 2,17,10 W,Partly Cloudy,IR,BL
150.273,A1690,2019-07-13,1,Knoll,-53.98013,48.34954,51,18:01:00,180100,Evening 1,18,14 SSW,Cloudy,GR,BL
150.273,A1690,2019-07-13,2,Spruce,-53.98246,48.34985,92,18:15:00,181500,Evening 1,18,14 SSW,Cloudy,GR,BL
150.273,A1690,2019-07-13,3,Corner,-53.98381,48.35182,121.5,18:07:00,180700,Evening 1,18,14 SSW,Cloudy,IR,BL
150.273,A1690,2019-08-26,1,Middle,-53.98392,48.35111,114.5,17:52:00,175200,Evening 2,20,6 NE,Sunny,IR,BL
150.273,A1690,2019-08-26,2,Knoll,-53.98013,48.34954,100,17:51:00,175100,Evening 2,20,6 NE,Sunny,GR,BL
150.273,A1690,2019-08-26,3,Rock,-53.98146,48.34948,91,18:13:00,181300,Evening 2,20,6 NE,Sunny,GR,BL
150.273,A1690,2019-08-27,1,Middle,-53.98392,48.35111,107,07:11:00,71100,Morning 2,10,2 SE,Clear,IR,BL
150.273,A1690,2019-08-27,2,Knoll,-53.98013,48.34954,74.5,06:58:00,65800,Morning 2,10,2 SE,Clear,GR,BL
150.273,A1690,2019-08-27,3,Rock,-53.98146,48.34948,78,07:16:00,71600,Morning 2,10,2 SE,Clear,GR,BL
150.273,A1690,2019-08-28,1,Corner,-53.98381,48.35182,119,18:49:00,184900,Evening 1,16,6 NE,Mostly Cloudy,IR,BL
150.273,A1690,2019-08-28,2,Spruce,-53.98246,48.34985,98,18:48:00,184800,Evening 1,16,6 NE,Mostly Cloudy,GR,BL
150.273,A1690,2019-08-28,3,Rock,-53.98146,48.34948,91,18:57:00,185700,Evening 1,16,6 NE,Mostly Cloudy,GR,BL
150.273,A1690,2019-08-29,1,Middle,-53.98392,48.35111,112,06:39:00,63900,Morning 1,10,8 NNE,Drizzling,IR,BL
150.273,A1690,2019-08-29,2,Knoll,-53.98013,48.34954,96.5,06:23:00,62300,Morning 1,10,8 NNE,Drizzling,GR,BL
150.273,A1690,2019-08-29,3,Rock,-53.98146,48.34948,92,06:42:00,64200,Morning 1,10,8 NNE,Drizzling,GR,BL
150.273,A1690,2019-08-30,1,Rock,-53.98146,48.34948,69,11:55:00,115500,Morning 4,15,15 S,Overcast,GR,BL
150.273,A1690,2019-08-30,2,Corner,-53.98381,48.35182,125,11:51:00,115100,Morning 4,15,15 S,Overcast,IR,BL
150.273,A1690,2019-08-30,3,Middle,-53.98392,48.35111,111.5,12:03:00,120300,Morning 4,15,15 S,Overcast,IR,BL
150.273,A1690,2019-08-31,1,Corner,-53.98381,48.35182,111,06:36:00,63600,Morning 1,16,12 WSW,Clear,IR,BL
150.273,A1690,2019-08-31,2,Squirrel,-53.9848,48.35209,110,06:50:00,65000,Morning 1,16,12 WSW,Clear,IR,BL
150.273,A1690,2019-08-31,3,Spruce,-53.98246,48.34985,87,06:34:00,63400,Morning 1,16,12 WSW,Clear,GR,BL
150.273,A1690,2019-09-01,1,Spruce,-53.98246,48.34985,94,09:46:00,94600,Morning 4,17,16 W,Sunny,GR,BL
150.273,A1690,2019-09-01,2,Squirrel,-53.9848,48.35209,130,09:44:00,94400,Morning 4,17,16 W,Sunny,IR,BL
150.273,A1690,2019-09-01,3,Corner,-53.98381,48.35182,134,09:49:00,94900,Morning 4,17,16 W,Sunny,IR,BL
150.314,A3769,2019-05-10,1,Knoll,-53.98013,48.34954,332,15:13:00,151300,Late Afternoon,,,No,GR,BL
150.314,A3769,2019-05-10,2,Spruce,-53.98246,48.34985,9,16:21:00,162100,Late Afternoon,,,No,GR,BL
150.314,A3769,2019-05-10,3,Corner,-53.98381,48.35182,95,15:50:00,155000,Late Afternoon,,,No,IR,BL
150.314,A3769,2019-05-11,1,Corner,-53.98381,48.35182,96,09:25:00,92500,Morning,1,5 VR,Very light snow,IR,BL
150.314,A3769,2019-05-11,2,Spruce,-53.98246,48.34985,2,10:53:00,105300,Morning,1,5 VR,Very light snow,GR,BL
150.314,A3769,2019-05-11,3,New point,-53.98392,48.35098,46,11:41:00,114100,Morning,1,5 VR,Very light snow,IR,BL
150.314,A3769,2019-05-12,1,Knoll,-53.98013,48.34954,342,15:47:00,154700,Afternoon 2,4,16 N,Cloudy,GR,BL
150.314,A3769,2019-05-12,2,Corner,-53.98381,48.35182,75.5,15:47:00,154700,Afternoon 2,4,16 N,Cloudy,IR,BL
150.314,A3769,2019-05-12,3,Spruce,-53.98246,48.34985,17.5,16:08:00,160800,Afternoon 2,4,16 N,Cloudy,GR,BL
150.314,A3769,2019-05-13,1,Knoll,-53.98013,48.34954,355.5,09:02:00,90200,Morning 1,4,13 NNW,Mixed clouds,GR,BL
150.314,A3769,2019-05-13,2,Corner,-53.98381,48.35182,101.5,09:05:00,90500,Morning 1,4,13 NNW,Mixed clouds,IR,BL
150.314,A3769,2019-05-13,3,Spruce,-53.98246,48.34985,43,09:18:00,91800,Morning 1,4,13 NNW,Mixed clouds,GR,BL
150.314,A3769,2019-05-14,1,Knoll,-53.98013,48.34954,334,16:22:00,162200,Afternoon 4,15,6 NNW,Sunny,GR,BL
150.314,A3769,2019-05-14,2,Spruce,-53.98246,48.34985,9,16:27:00,162700,Afternoon 4,15,6 NNW,Sunny,GR,BL
150.314,A3769,2019-05-14,3,Corner,-53.98381,48.35182,57.5,16:22:00,162200,Afternoon 4,15,6 NNW,Sunny,IR,BL
150.314,A3769,2019-05-15,1,Knoll,-53.98013,48.34954,354,14:38:00,143800,Afternoon 2,6,14 SE,Cloudy,GR,BL
150.314,A3769,2019-05-15,2,Spruce,-53.98246,48.34985,29,14:50:00,145000,Afternoon 2,6,14 SE,Cloudy,GR,BL
150.314,A3769,2019-05-15,3,Middle,-53.98392,48.35111,67,14:43:00,144300,Afternoon 2,6,14 SE,Cloudy,IR,BL
150.314,A3769,2019-05-16,1,Corner,-53.98381,48.35182,92.5,14:21:00,142100,Afternoon 1,8,18 SSW,Cloudy,IR,BL
150.314,A3769,2019-05-16,2,Spruce,-53.98246,48.34985,40,14:36:00,143600,Afternoon 1,8,18 SSW,Cloudy,GR,BL
150.314,A3769,2019-05-16,3,Middle,-53.98392,48.35111,75.5,14:38:00,143800,Afternoon 1,8,18 SSW,Cloudy,IR,BL
150.314,A3769,2019-05-17,1,Corner,-53.98381,48.35182,62.5,09:18:00,91800,Morning 1,3,10 SW,Cloudy,IR,BL
150.314,A3769,2019-05-17,2,New point,-53.9848,48.35209,84.5,09:48:00,94800,Morning 1,3,10 SW,Cloudy,IR,BL
150.314,A3769,2019-05-17,3,Rock,-53.98146,48.34948,4.5,09:40:00,94000,Morning 1,3,10 SW,Cloudy,GR,BL
150.314,A3769,2019-05-18,1,Corner,-53.98381,48.35182,73,09:48:00,94800,Morning 3,6,9 SW,Cloudy,IR,BL
150.314,A3769,2019-05-18,2,Spruce,-53.98246,48.34985,26,09:51:00,95100,Morning 3,6,9 SW,Cloudy,GR,BL
150.314,A3769,2019-05-18,3,Rock,-53.98146,48.34948,13,10:08:00,100800,Morning 3,6,9 SW,Cloudy,GR,BL
150.314,A3769,2019-05-19,1,Knoll,-53.98013,48.34954,7,15:49:00,154900,Afternoon 2,4,11 NNW,Cloudy,GR,BL
150.314,A3769,2019-05-19,2,Spruce,-53.98246,48.34985,39,16:06:00,160600,Afternoon 2,4,11 NNW,Cloudy,GR,BL
150.314,A3769,2019-05-19,3,Corner,-53.98381,48.35182,74.5,15:51:00,155100,Afternoon 2,4,11 NNW,Cloudy,IR,BL
150.314,A3769,2019-05-20,1,Knoll,-53.98013,48.34954,334.5,05:37:00,53700,Morning 1,1,11 NW,Cloudy,GR,BL
150.314,A3769,2019-05-20,2,Spruce,-53.98246,48.34985,10,05:56:00,55600,Morning 1,1,11 NW,Cloudy,GR,BL
150.314,A3769,2019-05-20,3,Corner,-53.98381,48.35182,64,05:37:00,53700,Morning 1,1,11 NW,Cloudy,IR,BL
150.314,A3769,2019-05-21,1,Knoll,-53.98013,48.34954,342,18:52:00,185200,Evening 1,4,5 ENE,Cloudy,GR,BL
150.314,A3769,2019-05-21,2,Spruce,-53.98246,48.34985,10,19:04:00,190400,Evening 1,4,5 ENE,Cloudy,GR,BL
150.314,A3769,2019-05-21,3,Middle,-53.98392,48.35111,49.5,19:01:00,190100,Evening 1,4,5 ENE,Cloudy,IR,BL
150.314,A3769,2019-05-22,1,Knoll,-53.98013,48.34954,331,19:08:00,190800,Evening 2,1,17 NNW,Drizzling,GR,BL
150.314,A3769,2019-05-22,2,Spruce,-53.98246,48.34985,8,19:24:00,192400,Evening 2,1,17 NNW,Drizzling,GR,BL
150.314,A3769,2019-05-22,3,Corner,-53.98381,48.35182,90.5,19:09:00,190900,Evening 2,1,17 NNW,Drizzling,IR,BL
150.314,A3769,2019-05-23,1,Knoll,-53.98013,48.34954,6,10:05:00,100500,Morning 3,2,15 NNW,Cloudy,GR,BL
150.314,A3769,2019-05-23,2,Spruce,-53.98246,48.34985,38,10:19:00,101900,Morning 3,2,15 NNW,Cloudy,GR,BL
150.314,A3769,2019-05-23,3,Corner,-53.98381,48.35182,82.5,10:07:00,100700,Morning 3,2,15 NNW,Cloudy,IR,BL
150.314,A3769,2019-05-24,1,Knoll,-53.98013,48.34954,346.5,05:38:00,53800,Morning 1,1,14 NNW,Cloudy,GR,BL
150.314,A3769,2019-05-24,2,Spruce,-53.98246,48.34985,18,05:57:00,55700,Morning 1,1,14 NNW,Cloudy,GR,BL
150.314,A3769,2019-05-24,3,Corner,-53.98381,48.35182,84,05:39:00,53900,Morning 1,1,14 NNW,Cloudy,IR,BL
150.314,A3769,2019-05-25,1,Corner,-53.98381,48.35182,56.5,07:15:00,71500,Morning 4,4,10 NW,Clear,IR,BL
150.314,A3769,2019-05-25,2,Knoll,-53.98013,48.34954,4,07:13:00,71300,Morning 4,4,10 NW,Clear,GR,BL
150.314,A3769,2019-05-25,3,Spruce,-53.98246,48.34985,24,07:27:00,72700,Morning 4,4,10 NW,Clear,GR,BL
150.314,A3769,2019-05-26,1,Top,-53.98657,48.35251,84,17:32:00,173200,Afternoon 4,12,7 NE,Sunny,GR,BL
150.314,A3769,2019-05-26,2,Squirrel,-53.9848,48.35209,38,17:40:00,174000,Afternoon 4,12,7 NE,Sunny,GR,BL
150.314,A3769,2019-05-26,3,Spruce,-53.98246,48.34985,341,18:03:00,180300,Afternoon 4,12,7 NE,Sunny,GR,BL
150.314,A3769,2019-05-27,1,Knoll,-53.98013,48.34954,324,16:29:00,162900,Afternoon 1,7,8 ENE,Cloudy,GR,BL
150.314,A3769,2019-05-27,2,Flagging Tape,-53.98401,48.35032,27,16:49:00,164900,Afternoon 1,7,8 ENE,Cloudy,GR,BL
150.314,A3769,2019-05-27,3,Middle,-53.98392,48.35111,58,16:58:00,165800,Afternoon 1,7,8 ENE,Cloudy,GR,BL
150.314,A3769,2019-05-28,1,Corner,-53.98381,48.35182,74,10:19:00,101900,Morning 2,4,2 NE,Cloudy,GR,BL
150.314,A3769,2019-05-28,2,Middle,-53.98392,48.35111,45.5,10:26:00,102600,Morning 2,4,2 NE,Cloudy,GR,BL
150.314,A3769,2019-05-28,3,Rock,-53.98146,48.34948,354,10:40:00,104000,Morning 2,4,2 NE,Cloudy,GR,BL
150.314,A3769,2019-06-11,1,Knoll,-53.98013,48.34954,339,19:07:00,190700,Evening 1,13,10 NW,Sunny,GR,BL
150.314,A3769,2019-06-11,2,Spruce,-53.98246,48.34985,7,19:23:00,192300,Evening 1,13,10 NW,Sunny,GR,BL
150.314,A3769,2019-06-11,3,Corner,-53.98381,48.35182,41.5,19:09:00,190900,Evening 1,13,10 NW,Sunny,IR,BL
150.314,A3769,2019-06-12,1,Knoll,-53.98013,48.34954,334,05:17:00,51700,Morning 1,6,20 S,Light Rain,GR,BL
150.314,A3769,2019-06-12,2,Spruce,-53.98246,48.34985,4,05:35:00,53500,Morning 1,6,20 S,Light Rain,GR,BL
150.314,A3769,2019-06-12,3,Corner,-53.98381,48.35182,72.5,05:18:00,51800,Morning 1,6,20 S,Light Rain,IR,BL
150.314,A3769,2019-06-13,1,Knoll,-53.98013,48.34954,346,19:00:00,190000,Evening 1,8,20 NW,Cloudy,GR,BL
150.314,A3769,2019-06-13,2,Corner,-53.98381,48.35182,65.5,19:02:00,190200,Evening 1,8,20 NW,Cloudy,IR,BL
150.314,A3769,2019-06-13,3,Spruce,-53.98246,48.34985,17,19:22:00,192200,Evening 1,8,20 NW,Cloudy,GR,BL
150.314,A3769,2019-06-14,1,Knoll,-53.98013,48.34954,337,18:40:00,184000,Evening 1,10,20 SE,Mostly Cloudy,GR,BL
150.314,A3769,2019-06-14,2,Spruce,-53.98246,48.34985,6,18:55:00,185500,Evening 1,10,20 SE,Mostly Cloudy,GR,BL
150.314,A3769,2019-06-14,3,Corner,-53.98381,48.35182,40,18:41:00,184100,Evening 1,10,20 SE,Mostly Cloudy,IR,BL
150.314,A3769,2019-06-16,1,Knoll,-53.98013,48.34954,350,13:18:00,131800,Afternoon 1,14,15 SE,Some Clouds,GR,BL
150.314,A3769,2019-06-16,2,Spruce,-53.98246,48.34985,18.5,13:35:00,133500,Afternoon 1,14,15 SE,Some Clouds,GR,BL
150.314,A3769,2019-06-16,3,Corner,-53.98381,48.35182,61.5,13:19:00,131900,Afternoon 1,14,15 SE,Some Clouds,IR,BL
150.314,A3769,2019-06-17,1,Knoll,-53.98013,48.34954,352,06:01:00,60100,Morning 2,7,5 VR,Cloudy,GR,BL
150.314,A3769,2019-06-17,2,Corner,-53.98381,48.35182,52.5,06:00:00,60000,Morning 2,7,5 VR,Cloudy,IR,BL
150.314,A3769,2019-06-17,3,Middle,-53.98392,48.35111,42,06:08:00,60800,Morning 2,7,5 VR,Cloudy,IR,BL
150.314,A3769,2019-06-18,1,Knoll,-53.98013,48.34954,339,05:34:00,53400,Morning 1,7,5 VR,Cloudy,GR,BL
150.314,A3769,2019-06-18,2,Spruce,-53.98246,48.34985,11,05:51:00,55100,Morning 1,7,5 VR,Cloudy,GR,BL
150.314,A3769,2019-06-18,3,Corner,-53.98381,48.35182,85,05:34:00,53400,Morning 1,7,5 VR,Cloudy,IR,BL
150.314,A3769,2019-06-19,1,Knoll,-53.98013,48.34954,354,06:05:00,60500,Morning 2,6,10 W,Cloudy,GR,BL
150.314,A3769,2019-06-19,2,Corner,-53.98381,48.35182,42.5,06:03:00,60300,Morning 2,6,10 W,Cloudy,IR,BL
150.314,A3769,2019-06-19,3,Squirrel,-53.9848,48.35209,57.5,06:13:00,61300,Morning 2,6,10 W,Cloudy,IR,BL
150.314,A3769,2019-06-20,1,Spruce,-53.98246,48.34985,8.5,20:13:00,201300,Evening 2,12,20 SE,Partly Cloudy,GR,BL
150.314,A3769,2019-06-20,2,Rock,-53.98146,48.34948,1,20:26:00,202600,Evening 2,12,20 SE,Partly Cloudy,GR,BL
150.314,A3769,2019-06-20,3,Top,-53.98657,48.35251,54.5,20:04:00,200400,Evening 2,12,20 SE,Partly Cloudy,IR,BL
150.314,A3769,2019-06-21,1,Knoll,-53.98013,48.34954,342.5,18:26:00,182600,Evening 2,13,20 SE,Drizzling,GR,BL
150.314,A3769,2019-06-21,2,Squirrel,-53.9848,48.35209,62.5,18:44:00,184400,Evening 2,13,20 SE,Drizzling,IR,BL
150.314,A3769,2019-06-21,3,Middle,-53.98392,48.35111,30,18:48:00,184800,Evening 2,13,20 SE,Drizzling,IR,BL
150.314,A3769,2019-06-22,1,Knoll,-53.98013,48.34954,348,18:13:00,181300,Evening 1,14,20 SE,Drizzling,GR,BL
150.314,A3769,2019-06-22,2,Spruce,-53.98246,48.34985,31,18:24:00,182400,Evening 1,14,20 SE,Drizzling,GR,BL
150.314,A3769,2019-06-22,3,Corner,-53.98381,48.35182,81,18:17:00,181700,Evening 1,14,20 SE,Drizzling,IR,BL
150.314,A3769,2019-06-24,1,Knoll,-53.98013,48.34954,2,20:34:00,203400,Evening 4,10,10 NW,Partly Cloudy,GR,BL
150.314,A3769,2019-06-24,2,Spruce,-53.98246,48.34985,39,20:44:00,204400,Evening 4,10,10 NW,Partly Cloudy,GR,BL
150.314,A3769,2019-06-24,3,Squirrel,-53.9848,48.35209,86,20:38:00,203800,Evening 4,10,10 NW,Partly Cloudy,IR,BL
150.314,A3769,2019-06-25,1,Knoll,-53.98013,48.34954,350,19:08:00,190800,Evening 1,15,20 N,Cloudy,GR,BL
150.314,A3769,2019-06-25,2,Flagging Tape,-53.98401,48.35032,38,19:41:00,194100,Evening 1,15,20 N,Cloudy,GR,BL
150.314,A3769,2019-06-25,3,Corner,-53.98381,48.35182,62.5,19:36:00,193600,Evening 1,15,20 N,Cloudy,IR,BL
150.314,A3769,2019-06-26,1,Spruce,-53.98246,48.34985,29,19:57:00,195700,Evening 2,15,10 VR,Sunny,GR,BL
150.314,A3769,2019-06-26,2,Top,-53.98657,48.35251,61.5,19:42:00,194200,Evening 2,15,10 VR,Sunny,IR,BL
150.314,A3769,2019-06-26,3,Squirrel,-53.9848,48.35209,52.5,19:53:00,195300,Evening 2,15,10 VR,Sunny,IR,BL
150.314,A3769,2019-06-27,1,Spruce,-53.98246,48.34985,16,19:54:00,195400,Evening 2,15,5 NNE,Partly Cloudy,GR,BL
150.314,A3769,2019-06-27,2,Corner,-53.98381,48.35182,56,19:48:00,194800,Evening 2,15,5 NNE,Partly Cloudy,IR,BL
150.314,A3769,2019-06-27,3,Squirrel,-53.9848,48.35209,67.5,19:59:00,195900,Evening 2,15,5 NNE,Partly Cloudy,IR,BL
150.314,A3769,2019-06-28,1,Middle,-53.98392,48.35111,50.5,06:17:00,61700,Morning 2,5,2 NNW,Cloudy,IR,BL
150.314,A3769,2019-06-28,2,Knoll,-53.98013,48.34954,5,05:59:00,55900,Morning 2,5,2 NNW,Cloudy,GR,BL
150.314,A3769,2019-06-28,3,Spruce,-53.98246,48.34985,29,06:11:00,61100,Morning 2,5,2 NNW,Cloudy,GR,BL
150.314,A3769,2019-07-09,1,Knoll,-53.98013,48.34954,350,18:09:00,180900,Evening 2,17,10 W,Partly Cloudy,GR,BL
150.314,A3769,2019-07-09,2,Corner,-53.98381,48.35182,73.5,18:08:00,180800,Evening 2,17,10 W,Partly Cloudy,IR,BL
150.314,A3769,2019-07-09,3,Middle,-53.98392,48.35111,56.5,18:20:00,182000,Evening 2,17,10 W,Partly Cloudy,IR,BL
150.314,A3769,2019-07-13,1,Knoll,-53.98013,48.34954,347.5,18:36:00,183600,Evening 2,18,14 SSW,Cloudy,GR,BL
150.314,A3769,2019-07-13,2,Spruce,-53.98246,48.34985,35,18:45:00,184500,Evening 2,18,14 SSW,Cloudy,GR,BL
150.314,A3769,2019-07-13,3,Middle,-53.98392,48.35111,68,19:00:00,190000,Evening 2,18,14 SSW,Cloudy,IR,BL
150.314,A3769,2019-07-22,1,Knoll,-53.98013,48.34954,350,19:40:00,194000,Evening 3,17,8 NW,Partly Cloudy,GR,BL
150.314,A3769,2019-07-22,2,Corner,-53.98381,48.35182,66,19:40:00,194000,Evening 3,17,8 NW,Partly Cloudy,IR,BL
